Customer Code,Customer Code,รหัสลูกค้า,客戶號,ဖောက်သည်ကုဒ်,Mã khách hàng,លេខកូដអតិថិជន,Kode pelanggan,Customer Code
"Customer Code : ","Customer Code : ","รหัสลูกค้า : ","客戶號 : ","ဖောက်သည်ကုဒ် : ","Mã khách hàng : ","លេខកូដអតិថិជន : ",Kode pelanggan :,"Customer Code : "
Therapeutic,Therapeutic,การรักษา,類別,ကုထုံး,trị liệu,ព្យាបាល,Terapeutik,Therapeutic
All,All,ทั้งหมด,全部,ሁሉ,Tất cả,ទាំងអស់,Semua,모두
Regular orders cannot contain only sample and/or FOC materials. Please add a commercial material to proceed.,Regular orders cannot contain only sample and/or FOC materials. Please add a commercial material to proceed.,Regular orders cannot contain only sample and/or FOC materials. Please add a commercial material to proceed.,一般訂單不能只包含樣品和/或 FOC 材料。 請新增商業資料，以繼續進行。,Regular orders cannot contain only sample and/or FOC materials. Please add a commercial material to proceed.,Regular orders cannot contain only sample and/or FOC materials. Please add a commercial material to proceed.,Regular orders cannot contain only sample and/or FOC materials. Please add a commercial material to proceed.,Pesanan reguler tidak dapat berisi hanya sampel dan/atau produk fokus. Harap tambahkan produk komersial untuk dilanjutkan.,Regular orders cannot contain only sample and/or FOC materials. Please add a commercial material to proceed.
Price currently unavailable for this product.,Price currently unavailable for this product.,Price currently unavailable for this product.,此產品目前沒有價格。,Price currently unavailable for this product.,Price currently unavailable for this product.,Price currently unavailable for this product.,Harga saat ini tidak tersedia untuk produk ini.,Price currently unavailable for this product.
Material,Material,ผลิตภัณฑ์,產品,ထုတ်ကုန်,Sản phẩm,ផលិតផល,produk,Material
COVID-19,COVID-19,โควิด-19,新冠肺炎,COVID-19,COVID-19,COVID-19,COVID 19,COVID-19
Bundles,Bundles,Bundles,配套,အစုအဝေးများ,gói sản phẩm,កញ្ចប់,bundel,Bundles
ToS,ToS,ToS,使用條款,ToS,Quy định và điều kiện,ToS,Tos,ToS
Your session has expired,Your session has expired,เซสชันของคุณหมดอายุแล้ว,您的會話已過期,သင်၏စကားဝှက်ဇာတ်ဟူသောအချိန်ကြာပါသည်,Phiên của bạn đã hết hạn,សញ្ជាតិរបស់អ្នកបានផុតកំណត់,Sesi Anda telah berakhir,세션이 만료되었습니다
*Note: For special orders if you want to proceed please select order type inside Additional Information.,*Note: For special orders if you want to proceed please select order type inside Additional Information.,*Note: For special orders if you want to proceed please select order type inside Additional Information.,*Note: For special orders if you want to proceed please select order type inside Additional Information.,*Note: For special orders if you want to proceed please select order type inside Additional Information.,*Note: For special orders if you want to proceed please select order type inside Additional Information.,*Note: For special orders if you want to proceed please select order type inside Additional Information.,*Catatan: Untuk pesanan khusus jika Anda ingin melanjutkan,*Note: For special orders if you want to proceed please select order type inside Additional Information.
Orders for EDI Customers are disabled. Please place orders through EDI,Orders for EDI Customers are disabled. Please place orders through EDI,Orders for EDI Customers are disabled. Please place orders through EDI,Orders for EDI Customers are disabled. Please place orders through EDI,Orders for EDI Customers are disabled. Please place orders through EDI,Orders for EDI Customers are disabled. Please place orders through EDI,Orders for EDI Customers are disabled. Please place orders through EDI,Pesanan untuk pelanggan EDI dinonaktifkan. Silakan Pesan melalui EDI,Orders for EDI Customers are disabled. Please place orders through EDI
Green Delivery,Green Delivery,Green Delivery,Green Delivery,Green Delivery,Green Delivery,Green Delivery,Pengiriman hijau,Green Delivery
Help reduce the carbon footprint of your order.,Help reduce the carbon footprint of your order.,Help reduce the carbon footprint of your order.,Help reduce the carbon footprint of your order.,Help reduce the carbon footprint of your order.,Help reduce the carbon footprint of your order.,Help reduce the carbon footprint of your order.,Membantu mengurangi jejak karbon dari pesanan Anda.,Help reduce the carbon footprint of your order.
Your order will be consolidated and delivered via the most optimal route to you within,Your order will be consolidated and delivered via the most optimal route to you within,Your order will be consolidated and delivered via the most optimal route to you within,Your order will be consolidated and delivered via the most optimal route to you within,Your order will be consolidated and delivered via the most optimal route to you within,v,Your order will be consolidated and delivered via the most optimal route to you within,Pesanan Anda akan dikonsolidasikan dan dikirimkan melalui rute paling optimal kepada Anda di dalam,Your order will be consolidated and delivered via the most optimal route to you within
working days.,working days.,working days.,working days.,working days.,working days.,working days.,hari kerja.,working days.
Min. Order Value,Min. Order Value,จำนวนสั่งซื้อขั้นต่ำ,當日訂單配送金額須滿,အနည်းဆုံး မှာယူနိုင်သော ပမာဏ,Giá trị tối thiểu của đơn hàng,ចំនួនបញ្ជាទិញអប្បបរមា,Min. Nilai pesanan,Min. Order Value
Support,Support,ช่วยเหลือ,支援,Support,Hỗ trợ,គាំទ្រ,Mendukung,Support
Apply Order History Filters,Apply Order History Filters,Apply Order History Filters,篩選,Apply Order History Filters,Apply Order History Filters,Apply Order History Filters,Terapkan filter riwayat pesanan,Apply Order History Filters
Set Up Email Notifications,Set Up Email Notifications,Set Up Email Notifications,Set Up Email Notifications,Set Up Email Notifications,Set Up Email Notifications,Set Up Email Notifications,Siapkan notifikasi email,Set Up Email Notifications
Bundle Name,Bundle Name,ชื่อ Bundle สินค้า,Bundle Name,NA,Tên gói hàng,ឈ្មោះកញ្ចប់,Nama bundel,Bundle Name
Bundle Code,Bundle Code,หมายเลข Bundle,組合包代碼,ပစ္စည်းတွဲ ကုဒ်,Mã Gói hàng,កូដជាកញ្ចប់,Kode bundel,Bundle Code
Re-Order,Re-Order,สั่งซื้ออีกครั้ง,再次訂購,ပြန်လည်မှာယူမည်,Đặt lại đơn hàng,បញ្ជាទិញឡើងវិញ,Pesanan ulang,Re-Order
Customer Email,Customer Email,Customer Email,Customer Email,Customer Email,Customer Email,Customer Email,Surel pelanggan,Customer Email
Disclaimer & Cart Details,Disclaimer & Cart Details,Disclaimer & Cart Details,Disclaimer & Cart Details,Disclaimer & Cart Details,Disclaimer & Cart Details,Disclaimer & Cart Details,Detail Penafian & Keranjang,Disclaimer & Cart Details
Continue,Continue,ต่อไป,繼續,ဆက်သွားမည်,Tiếp tục,បន្ត,Melanjutkan,Continue
Back,Back,Back,回到前一頁,Back,Back,Back,Kembali,Back
Batch Number,Batch Number,Batch Number,Batch Number,Batch Number,Batch Number,Batch Number,Nomor batch,Batch Number
Material Qty:,Material Qty:,จำนวน:,數量:,အရေအတွက်:,Số lượng sản phẩm:,ចំនួនផលិតផល:,produk Qty:,Material Qty:
Cart Details,Cart Details,Cart Details,購物車明細,Cart Details,Cart Details,Cart Details,Detail gerobak,Cart Details
Please enter at least 2 characters.,Please enter at least 2 characters.,Please enter at least 2 characters.,請輸入至少兩個字母,Please enter at least 2 characters.,Please enter at least 2 characters.,សូមបញ្ចូលយ៉ាងហោចណាស់ 2 តួអក្សរ។,Harap masukkan setidaknya 2 karakter.,Please enter at least 2 characters.
Payments,Payments,ชำระเงิน,付款,ငွေပေးချေမှုများ,Thanh toán,ការទូទាត់,Pembayaran,Payments
All Invoices,All Invoices,อินวอยซ์ทั้งหมด,所有發票,ပြေစာများအားလုံး,Tất cả hoá đơn,វិក្កយបត្រទាំងអស់។,Semua faktur,All Invoices
All Credits,All Credits,ใบลดหนี้ทั้งหมด,所有學分,Credits အားလုံး,Tất cả khoản giảm trừ,ឥណទានទាំងអស់។,Semua kredit,All Credits
Payment summary,Payment summary,สรุปการชำระเงิน,付款摘要,ငွေပေးချေမှု အကျဉ်းချုပ်,Tổng hợp thanh toán,សង្ខេបការទូទាត់,Ringkasan pembayaran,결제 요약
Payment Summary,Payment Summary,สรุปการชำระเงิน,付款摘要,ငွေပေးချေမှု အကျဉ်းချုပ်,Tổng hợp thanh toán,សង្ខេបការទូទាត់,Ringkasan pembayaran,결제 요약
NA,NA,ไม่มีรายการ,無法使用,NA,Không có,NA,Na,NA
NA(Price),NA,NA,依業務報價,NA,NA,NA,Na,NA(Price)
No Customer Code Found,No Customer Code Found,No Customer Code Found,查無此客戶資料,No Customer Code Found,No Customer Code Found,No Customer Code Found,Tidak ada kode pelanggan yang ditemukan,No Customer Code Found
No Shipping Address Found,No Shipping Address Found,No Shipping Address Found,查無送貨址資料,No Shipping Address Found,No Shipping Address Found,No Shipping Address Found,Tidak ada alamat pengiriman yang ditemukan,No Shipping Address Found
No filter option found,No filter option found,No filter option found,查無資料,No filter option found,No filter option found,No filter option found,Tidak ada opsi filter yang ditemukan,No filter option found
Material Detail,Material Detail,Material Detail,產品資訊,Material Detail,Material Detail,Material Detail,Detail produk,Material Detail
"Batch Number ",Batch Number,Batch Number,批號,Batch Number,Batch Number,Batch Number,Nomor batch,"Batch Number "
Click to upload,Click to upload,Click to upload,上傳,Click to upload,Click to upload,Click to upload,Klik untuk mengunggah,Click to upload
Choose a photo or a file,Choose a photo or a file,Choose a photo or a file,點選檔案,Choose a photo or a file,Choose a photo or a file,Choose a photo or a file,Pilih foto atau file,Choose a photo or a file
Photos,Photos,Photos,照片,Photos,Photos,Photos,Foto,Photos
Files,Files,Files,檔案,Files,Files,Files,File,Files
Sales District Management,Sales District Management,Sales District Management,Sales District Management,Sales District Management,Sales District Management,Sales District Management,Manajemen Distrik Penjualan,Sales District Management
No Sales District found,No Sales District found,No Sales District found,No Sales District found,No Sales District found,No Sales District found,No Sales District found,Tidak ada distrik penjualan yang ditemukan,No Sales District found
Sales District Details,Sales District Details,Sales District Details,Sales District Details,Sales District Details,Sales District Details,Sales District Details,Rincian Distrik Penjualan,Sales District Details
Sales District added successfully,Sales District added successfully,Sales District added successfully,Sales District added successfully,Sales District added successfully,Sales District added successfully,Sales District added successfully,Distrik penjualan ditambahkan dengan sukses,Sales District added successfully
Sales District cannot be added,Sales District cannot be added,Sales District cannot be added,Sales District cannot be added,Sales District cannot be added,Sales District cannot be added,Sales District cannot be added,Distrik penjualan tidak dapat ditambahkan,Sales District cannot be added
Sales District,Sales District,Sales District,Sales District,Sales District,Sales District,Sales District,Distrik penjualan,Sales District
Sales District cannot be empty,Sales District cannot be empty,Sales District cannot be empty,Sales District cannot be empty,Sales District cannot be empty,Sales District cannot be empty,Sales District cannot be empty,Distrik penjualan tidak bisa kosong,Sales District cannot be empty
Sales District Label,Sales District Label,Sales District Label,Sales District Label,Sales District Label,Sales District Label,Sales District Label,Label Distrik Penjualan,Sales District Label
Sales District Label cannot be empty,Sales District Label cannot be empty,Sales District Label cannot be empty,Sales District Label cannot be empty,Sales District Label cannot be empty,Sales District Label cannot be empty,Sales District Label cannot be empty,Label Penjualan Distrik tidak bisa kosong,Sales District Label cannot be empty
Select sales org,Select sales org,เลือก sales org,選擇銷售區域,sales org ကို ရှာမည်,Chọn đơn vị xuất hóa đơn,ជ្រើសរើស sales org,Pilih org penjualan,Select sales org
Successfully updated payment notification,Successfully updated payment notification,Successfully updated payment notification,Successfully updated payment notification,Successfully updated payment notification,Successfully updated payment notification,Successfully updated payment notification,notifikasi pembayaran yang berhasil diperbarui,Successfully updated payment notification
Email Notification preference updated successfully,Email Notification preference updated successfully,Email Notification preference updated successfully,Email Notification preference updated successfully,Email Notification preference updated successfully,Email Notification preference updated successfully,Email Notification preference updated successfully,Preferensi notifikasi email berhasil diperbarui,Email Notification preference updated successfully
Delete sales district,Delete sales district,Delete sales district,Delete sales district,Delete sales district,Delete sales district,Delete sales district,Hapus Distrik Penjualan,Delete sales district
Are you sure you want to delete this sales district,Are you sure you want to delete this sales district,Are you sure you want to delete this sales district,Are you sure you want to delete this sales district,Are you sure you want to delete this sales district,Are you sure you want to delete this sales district,Are you sure you want to delete this sales district,Apakah Anda yakin ingin menghapus distrik penjualan ini,Are you sure you want to delete this sales district
Id,Id,Id,Id,Id,Id,Id,Pengenal,Id
File downloaded successfully,File downloaded successfully,ไฟล์ดาวน์โหลดสำเร็จ,檔案下載成功,ဖိုင် သွင်းယူပြီးပါသည်,Tải xuống tệp thành công,ឯកសារ​ត្រូវ​បាន​ទាញយក​ជោគជ័យ,File berhasil diunduh,파일 다운로드 성공
Enter username,Enter username,Enter username,請輸入帳號,အမည်ထည့်သွင်းပါ,Nhập tên tài khoản,បញ្ចូលឈ្មោះអ្នកប្រើប្រាស់,Masukkan nama pengguna,Enter username
Enter password,Enter password,ใส่รหัสผ่าน,輸入密碼,စကားဝှက် ထည့်ပါ,Nhập mật khẩu,បញ្ចូលពាក្យសម្ងាត់,Masukkan kata kunci,비밀번호 입력
Forgot password?,Forgot password?,ลืมรหัสผ่าน?,忘記密碼?,Forgot password?,Quên mật khẩu?,ភ្លេច​លេខសំងាត់​?,Tidak ingat kata sandi?,Forgot password?
Don’t have an account yet?,Don’t have an account yet?,Don’t have an account yet?,尚未有帳號?,Don’t have an account yet?,Don’t have an account yet?,មិនទាន់មានគណនីមែនទេ?,Belum punya akun?,Don’t have an account yet?
Create an account,Create an account,Create an account,Create an account,Create an account,Create an account,Create an account,Buat sebuah akun,Create an account
Select delivery address,Select delivery address,เลือกที่อยู่ในการจัดส่งสินค้า,選擇送貨地址,ပေးပို့ရမည့်လိပ်စာကို ရွေးပါ,Select delivery address,ជ្រើសរើសអាសយដ្ឋានដឹកជញ្ជូន,Pilih alamat pengiriman,Select delivery address
Change delivery address?,Change delivery address?,เปลี่ยนที่อยู่จัดส่ง?,更換送貨地址?,ပေးပို့ရမည့်လိပ်စာကို ပြောင်းချင်ပါသလား။?,Change delivery address?,ផ្លាស់ប្តូរអាសយដ្ឋានដឹកជញ្ជូន?,Ubah alamat pengiriman?,Change delivery address?
Any existing items in your cart will be cleared.,Any existing items in your cart will be cleared.,Any existing items in your cart will be cleared.,所有在購物車的品項將會被清空.,သင့်စျေးခြင်းထဲရှိ ရှိပြီးသားပစ္စည်းများကို ရှင်းပစ်ရပါမည်.,Any existing items in your cart will be cleared.,ផលិតផលដែលមានស្រាប់នៅក្នុងរទេះរបស់អ្នកនឹងត្រូវបានសម្អាត។.,Item apa pun yang ada di keranjang Anda akan dihapus.,Any existing items in your cart will be cleared.
That didn’t match anything,That didn’t match anything,That didn’t match anything,查無資料,ရွေးချယ်ထားသောလိပ်စာနဲ့ မကိုက်ညီပါဘူး။,Thông tin tìm kiếm không khớp với dữ liệu,ហ៊ឺ វា​មិន​ត្រូវ​គ្នា​ទាល់តែសោះ។,Itu tidak cocok dengan apapun,That didn’t match anything
Check the location name or code you have entered for any errors,Check the location name or code you have entered for any errors,Cกรุณาตรวจสอบชื่อสถานที่หรือรหัสที่คุณป้อนว่าถูกต้องหรือไม่,Check the location name or code you have entered for any errors,အမှားအယွင်းတစ်စုံတစ်ရာအတွက် သင်ထည့်သွင်းထားသော တည်နေရာအမည် သို့မဟုတ် ကုဒ်ကို စစ်ဆေးပါ,Check the location name or code you have entered for any errors,ពិនិត្យឈ្មោះទីតាំង ឬលេខកូដដែលអ្នកបានបញ្ចូលសម្រាប់កំហុសណាមួយ,Periksa nama lokasi atau kode yang telah Anda masukkan untuk kesalahan apa pun,Check the location name or code you have entered for any errors
Try adjusting your search or filter selection to find what you’re looking for,Try adjusting your search or filter selection to find what you’re looking for,กรุณาปรับคำที่ใช้ค้นหาหรือเลือกจากตัวกรองในการค้นหา,請重新輸入搜尋,သင်ရှာဖွေနေသည့်အရာကို ရှာဖွေရန် သင်၏ရှာဖွေမှု သို့မဟုတ် စစ်ထုတ်ခြင်းရွေးချယ်မှုကို ချိန်ညှိကြည့်ပါ,Hãy thử điều chỉnh tìm kiếm hoặc bộ lọc của bạn để tìm thấy những gì bạn đang tìm kiếm,សាកល្បងកែតម្រូវការស្វែងរករបស់អ្នក ឬជ្រើសរើសតម្រងfilterដើម្បីស្វែងរកអ្វីដែលអ្នកកំពុងស្វែងរក។,Coba sesuaikan pilihan pencarian atau filter Anda untuk menemukan apa yang Anda cari,Try adjusting your search or filter selection to find what you’re looking for
Price Not Available,Price Not Available,ไม่มีราคาจำหน่าย,依業務報價,စျေးနှုန်းမရနိုင်ပါ,Sản phẩm chưa có giá bán,មិនមានតម្លៃទេ,Harga tidak tersedia,Price Not Available
Items with offers,Items with offers,รายการที่มีดีล,促銷產品,အထူးတချေပေးသည့် ပစ္စည်းများ,Sản phẩm với chính sách bán hàng,ផលិតផលមានប្រម៉ូសិន,Produk dengan penawaran:,할인 상품
Filter & Sort,Filter & Sort,ตัวกรองและจัดเรียง,篩選和分類,စစ်ထုတ်ပြီးစီပါ,Lọc và Sắp xếp,តម្រងស្វែករក និងតំរៀប,Filter & sortir,Filter & Sort
Show product,Show product,แสดงสินค้า,查看品項,ထုတ်ကုန်များကိုပြသထားပါသည်,Xem sản phẩm,បង្ហាញផលិតផល,Tampilkan produk,Show product
Sort by,Sort by,เรียงตาม,排序方式,အစဉ်လိုက်စီသည်,Sắp xếp theo,តម្រៀបតាម,Sortir dengan,Sort by
A-Z,A-Z,A-Z,A-Z,A-Z,A-Z,A-Z,A-Z,A-Z
Z-A,Z-A,Z-A,Z-A,Z-A,Z-A,Z-A,Z-A,Z-A
Filter by,Filter by,กรองโดย,篩選條件,စစ်ထုတ်ပါ,Lọc theo,ត្រងដោយ​(Filter),Filter oleh,Filter by
Manufacturer,Manufacturer,ผู้ผลิต,原廠名稱,ထုတ်လုပ်သူ,Hãng sản xuất,ក្រុមហ៊ុនផលិត,Pabrik,Manufacturer
Country of origin,Country of origin,ประเทศผู้ผลิต,生產國家,မူရင်းထုတ်လုပ်သည့်နိုင်ငံ,Nước sản xuất,ប្រទេសដើម,Negara Asal,Country of origin
Reset,Reset,รีเซ็ต,重設,ပြန်လည်သတ်မှတ်ပါ,Cài lại,កំណត់ឡើងវិញ,Batal,Reset
selected,selected,เลือก,已選擇,ရွေးချယ်ထားသည်,Đã chọn,បានជ្រើសរើស,terpilih,selected
Available offers,Available offers,ข้อเสนอที่ใช้ได้,優惠方案,ရရှီနိုင်သော ကမ်းလှမ်းချက်များ,Ưu đãi sẵn có,ការផ្តល់ជូនដែលមាន,Penawaran yang tersedia,Available offers
Offers are auto-applied based on quantity purchased,Offers are auto-applied based on quantity purchased,ข้อเสนอจะระบุให้โดยอัตโนมัติตามปริมาณที่ซื้อ,價格將自動隨購買數量而變動,ဝယ်ယူသည့် အရေအတွက်အပေါ်အခြေခံ၍ ကမ်းလှမ်းချက်များကို အလိုအလျောက် လုပ်ဆောင်ပေးမှာဖြစ်ပါတယ်,Offers are auto-applied based on quantity purchased,ការផ្តល់ជូនត្រូវបានអនុវត្តដោយស្វ័យប្រវត្តិដោយផ្អែកលើបរិមាណដែលបានទិញ។,Penawaran diterapkan secara otomatis berdasarkan jumlah yang dibeli,Offers are auto-applied based on quantity purchased
Purchase quantity,Purchase quantity,จำนวนซื้อ,購買數量,ဝယ်ယူထားသော အရည်အတွက်,Số lượng cần mua,បរិមាណទិញ,Jumlah pembelian,Purchase quantity
Material information,Material information,ข้อมูลสินค้า,產品資訊,ပစ္စည်းသတင်းအချက်အလက်,Thông tin sản phẩm,ព័ត៌មានផលិតផល,Informasi produk,Material information
Add bundle to cart,Add bundle to cart,เพิ่มสินค้าบันเดิลในรถเข็น,添加組合品項至購物車,အစုအဝေးလိုက် စျေးခြင်းထဲသို့ ထည့်မည်,Add bundle to cart,បន្ថែមជាកញ្ចប់ទៅរទេះ,Tambahkan Bundel ke Keranjang,Add bundle to cart
Mix and match bundled products and buy more for better deals.,Mix and match bundled products and buy more for better deals.,เลือกจับคู่หรือผสมกับผลิตภัณฑ์ใด ๆ ด้านล่าง และซื้อมากขึ้นเพื่อข้อเสนอที่ดีกว่า.,購買越多組合商品以享更優惠價格,အောက်ဖော်ပြပါပစ္စည်းများကို ရောနှော၍ကိုက်ညီအောင်လုပ်ပြီး ပိုမိုစျေးသက်သာစွာဝယ်ယူနိင်ပါသည်.,Mix and match bundled products and buy more for better deals.,Mix and match bundled products and buy more for better deals.,Campurkan dan cocokkan produk yang dibundel dan beli lebih banyak untuk penawaran yang lebih baik.,Mix and match bundled products and buy more for better deals.
Web Login,Web Login,เข้าสู่ระบบเว็บ,網頁登入,Web Login,Đăng nhập vào web,ការចូលគេហទំព័រ,Login Web,Web Login
Bundle offers,Bundle offers,ข้อเสนอบันเดิล,組合條件,အတွဲလိုက် ကမ်းလှမ်းချက်,Gói chính sách giá hàng,ការផ្តល់ជូនជាកញ្ចប់,Penawaran Bundel,Bundle offers
Bundle offer,Bundle offer,Bข้อเสนอบันเดิล,組合優惠,အတွဲလိုက် ကမ်းလှမ်းချက်,Gói ưu đãi,ការផ្តល់ជូនជាកញ្ចប់,Penawaran Bundel,Bundle offer
Recently ordered,Recently ordered,คำสั่งซื้อครั้งก่อน,先前購買品項,လတ်တလော မှာယူထားခြင်း,Đơn hàng gần nhất,ការបញ្ជាទិញថ្មីៗនេះ,Baru saja dipesan,Recently ordered
Loyalty,Loyalty,Loyalty,Loyalty,သစ္စာရှိမှု,Khách hàng thân thiết,ស្គីំមLoyalty,Loyalitas,Loyalty
Chat support,Chat support,พูดคุยทางแชท,線上客服,Chat support,Trò chuyện với ZP,ជំនួយការជជែក,Hubungi Bantuan,Chat support
Date to,Date to,ถึงวันที่,到,အဆုံးရက်စွဲ,Đến ngày,កាលបរិច្ឆេទទៅ,Tanggal untuk,Date to
Date form,Date form,Date form,Date form,Date form,Date form,Date form,Formulir Tanggal,Date form
Related products,Related products,สินค้าที่เกี่ยวข้อง,相關產品,Related products,Sản phẩm liên quan,ផលិតផលដែលពាក់ព័ន្ធ,Produk-produk terkait,Related products
See more,See more,ดูเพิ่ม,顯示更多,ပိုပြီးကြည့်မည်,Xem thêm,មើល​បន្ថែម​ទៀត,Lihat lebih banyak,See more
See less,See less,ดูน้อยลง,顯示較少,လျှော့ပြီးကြည့်မည်,Ẩn bớt,មើលតិច,Lihat lebih sedikit,See less
Browse products,Browse products,เรียกดูสินค้า,瀏覽品項,ထုတ်ကုန်များကို ကြည့်ရှုပါ,Danh mục sản phẩm,ស្វែងរកមើលផលិតផល,Lihat Produk-Produk Kami,Browse products
Announcements,Announcements,ประกาศ,公告,ကြေညာချက်များ,Thông báo,ការប្រកាស,Pengumuman,Announcements
Item has been added to cart,Item has been added to cart,หยิบสินค้าใส่ตะกร้าแล้ว,品項已加入購物車,ပစ္စည်းကိုလှည်းထဲသို့ထည့်ပြီးပါပြီ,Sản phẩm đã được thêm vào giỏ hàng,ផលិតផលត្រូវបានបញ្ចូលទៅក្នុងកន្ត្រកទំនិញ,Item telah ditambahkan ke kereta,Item has been added to cart
Your cart is empty,Your cart is empty,รถเข็นของคุณว่างอยู่,尚無產品,သင့်ဈေးခြင်းသည် ရှင်းလင်းနေသည်။,Giỏ hàng của bạn đang trống.,កន្ត្រកទំនិញរបស់អ្នកទទេ។,keranjang Anda kosong,Your cart is empty
Looks like you haven’t added anything to your cart yet,Looks like you haven’t added anything to your cart yet,ดูเหมือนว่าคุณยังไม่ได้เพิ่มสินค้าอะไรเลย,未添加任何產品至購物車,သင့် စျေး၀ယ်တစ်စီးတစ်ပါးကို ကုန်ပစည်းစာရင်းထဲထည့်မထားသလို ထင်ပါတယ်,Vui lòng chọn sản phẩm để thêm vào giỏ hàng,អ្នកមិនទាន់បានបន្ថែមអ្វីនៅឡើយ,Sepertinya Anda belum menambahkan apa pun ke keranjang Anda,아직 장바구니에 아무것도 추가하지 않은 것 같습니다.
Checkout,Checkout,เช็คเอ้าท์,購物清單,Checkout,Đăng xuất,ទូទាត់,Periksa,Checkout
Announcements & articles,Announcements & articles,ประกาศและบทความ,公告及其他相關資訊,ကြေငြာချက်များနှင့် ဆောင်းပါးများ,Tin tức & Thông báo,សេចក្តីប្រកាស និងអត្ថបទ,Pengumuman & Artikel,Announcements & articles
Cart has been emptied.,Cart has been emptied.,Cart has been emptied.,Cart has been emptied.,စျေးဝယ်ခြင်းအလွတ်ဖြစ်သွားပါပြီ.,Giỏ hàng đã được làm trống.,រទេះត្រូវបានសម្អាតអោយនៅទទេ។,Keranjang telah dikosongkan.,Cart has been emptied.
Back To login,Back To login,กลับเข้าสู่ระบบ,返回,Back To login,Quay lại trang đăng nhập,ត្រលប់ទៅកន្លែងចូលវិញ,Kembali untuk masuk,Back To login
Email sent to you!,Email sent to you!,ส่งอีเมลถึงคุณแล้ว!,郵件已發送給您！,သင်သို့ အီလက် ပို့ပါတယ်။,Email đã được gửi đến bạn!,សារអ៊ីម៉ែលបានផ្ញើទៅអ្នករួចហើយ!,Email dikirimkan kepada Anda!,이메일이 전송되었습니다!
An email with instructions for resetting your password has been sent to your email address,An email with instructions for resetting your password has been sent to your email address,อีเมลพร้อมคำแนะนำในการรีเซ็ตรหัสผ่านถูกส่งไปยังอีเมลของคุณ,已將密碼重新重設定信件寄至您申請信箱 ，請依信件操作說明重新設定密碼,သင်၏ လျှို့ဝှက်စကားလျှို့မူအသစ် ထည့်ရန်လမ်းညွှန်များပါသော အီးမေးလကို သင်၏ အီးမေးလ လိပ်စာသို့ ပို့ပြီးပါသည်။,Một email chứa hướng dẫn đặt lại mật khẩu đã được gửi đến địa chỉ email của bạn,សារអီម៉ែលចម្ងជាំទិសដ្ឋានកំណត់ពាក្យសម្ងាត់ថ្មីរបស់អ្នកត្រូវបានផ្ញើទៅកាន់អាស័យដ្ឋានអီម៉ែលរបស់អ្នក។,Email dengan instruksi untuk mengatur ulang kata sandi Anda telah dikirim ke alamat email Anda,비밀번호 재설정 안내가 담긴 이메일이 귀하의 이메일 주소로 발송되었습니다
Total Outstanding,Total Outstanding,ยอดหนี้รวม,應付款總額,ကျန်ရှိငွေစုစုပေါင်း,Tổng tiền số hóa đơn chưa thanh toán,ប្រាក់​ជំ​ទាំងหมด,Total Tagihan,미결제 총액
Total Overdue,Total Overdue,Tยอดเกินกำหนดชำระ,逾期應付款總額,ကျန်ရှိငွေ (နောက်ဆွေး) စုစုပေါင်း,Tổng tiền số hóa đơn quá hạn,ប្រាក់​ជំ​ដែល​ចាក់​រយៈពេល,Total Jatuh Tempo,연체 미결제 총액
Current remaining,Current remaining,Current remaining,Current remaining,Current remaining,Current remaining,Current remaining,Sisa saat ini,Current remaining
Total used,Total used,Total used,Total used,Total used,Total used,Total used,Total digunakan,Total used
Total credit limit,Total credit limit,วงเงินเครดิตรวม,信用額度總額,စုစုပေါင်း ချေးငွေ နှစ်,Tổng hạn mức tín dụng,កំណត់​ឥណទាន​សរុប,Total batas kredit,총 신용 한도
No statements available,No statements available,ไม่มีรายการใบแจ้งยอดบัญชี,沒有可用聲明,သတင်းပို့မရှိ,Chưa có sao kê tài khoản,គ្មាន​សេចក្តីរាយការណ៍,Tidak ada pernyataan yang tersedia,이용할 수 있는 명細서가 없습니다.
Account Summary,Account Summary,บัญชีลูกค้า,帳戶摘要,အကောင့်စာရင်းချုံး,Tổng hợp tài khoản,សន្ទះគណនី,Ringkasan Akun,계정 요약
Claims,Claims,Claims,Claims,Claims,Claims,Claims,Klaim,Claims
Place order,Place order,สั่งซื้อ,送出訂單,အော်ဒါတင်ပါ,Đặt đơn hàng,ដាក់បញ្ជាទិញ,Pesan,Place order
Manufacturer name,Manufacturer name,Manufacturer name,Manufacturer name,Manufacturer name,Manufacturer name,Manufacturer name,Nama pabrik,Manufacturer name
Stamp duty,Stamp duty,ค่าอากร,Stamp duty,တံဆိပ်ခေါင်းတာဝန်,Tem đóng thuế,កាតព្វកិច្ចត្រា,Biaya materai,Stamp duty
Small order fee,Small order fee,ค่าธรรมเนียมสั่งซื้อไม่ถึงขั้นต่ำ,Small order fee,ပမာဏနည်းသောပစ္စည်းအတွက် မှာယူခ,Phí áp dụng với đơn đặt hàng giá trị nhỏ,ថ្លៃកុំម្ម៉ង់តិច,Biaya pengiriman,Small order fee
Total savings,Total savings,มูลค่าประหยัด,總折扣,စုစုပေါင်းစုငွေ,Tổng tiết kiệm,ការសន្សំសរុប,Penghematan,Total savings
Order submitted,Order submitted,คำสั่งซื้อถูกส่งแล้ว,訂單送出,Order submitted,Đã gửi đơn hàng,បាន​ដាក់​បញ្ជាទិញ,Pesanan dikirimkan,Order submitted
